base_rot, wings_rot,camera
319.3984228464973,99.70666640310515,camera_03/image_03_1.jpg
338.6539897420337,25.50681520629704,camera_03/image_03_2.jpg
306.2753290444,6.512380887929958,camera_03/image_03_3.jpg
5.472321186281761,82.23362190469929,camera_03/image_03_4.jpg
31.689434222814825,90.24949410806728,camera_03/image_03_5.jpg
53.461479403788175,100.74839556685998,camera_03/image_03_6.jpg
22.004095391679183,103.18731753203718,camera_03/image_03_7.jpg
21.046766476843075,11.904909405549366,camera_03/image_03_8.jpg
348.53568773098283,42.32318167554751,camera_03/image_03_9.jpg
15.346364039349792,71.59297044619396,camera_03/image_03_10.jpg
302.57384459842285,66.89478754100158,camera_03/image_03_11.jpg
333.4409223561853,18.763989195675094,camera_03/image_03_12.jpg
347.8517043736614,30.144800465024797,camera_03/image_03_13.jpg
335.66643279098724,89.08690783530271,camera_03/image_03_14.jpg
8.281959891051201,18.607984485241055,camera_03/image_03_15.jpg
39.36102634170412,78.21468674345533,camera_03/image_03_16.jpg
324.69560041844903,72.60853895946339,camera_03/image_03_17.jpg
322.40788566216855,17.497556965037823,camera_03/image_03_18.jpg
48.44138765949127,112.46952772740136,camera_03/image_03_19.jpg
333.12548274415235,2.8939276563677296,camera_03/image_03_20.jpg
5.49674374525405,57.54285921234136,camera_03/image_03_21.jpg
334.35029984706784,6.077355852495727,camera_03/image_03_22.jpg
349.7621896985011,91.03536887889663,camera_03/image_03_23.jpg
28.04818500770199,63.0433948684804,camera_03/image_03_24.jpg
351.21583208379104,73.66243722518429,camera_03/image_03_25.jpg
341.5457889884276,101.52767268906004,camera_03/image_03_26.jpg
317.9799718575271,94.51385828080056,camera_03/image_03_27.jpg
324.5645187769758,113.10404210027096,camera_03/image_03_28.jpg
22.625345439677215,28.900763193780783,camera_03/image_03_29.jpg
342.60431386029893,84.0314150925387,camera_03/image_03_30.jpg
332.6850316157266,118.78396398112596,camera_03/image_03_31.jpg
10.082913173708803,106.48622215112788,camera_03/image_03_32.jpg
339.8294983967047,51.739458605018065,camera_03/image_03_33.jpg
303.58960786846563,2.179616250864944,camera_03/image_03_34.jpg
323.2183988823464,107.65235907474685,camera_03/image_03_35.jpg
347.5853126894564,81.82857015115313,camera_03/image_03_36.jpg
3.992067305839967,54.132117773956566,camera_03/image_03_37.jpg
352.4028190667551,19.194710613120375,camera_03/image_03_38.jpg
308.32213254203657,45.3595486586938,camera_03/image_03_39.jpg
356.58450521071455,95.93820497425244,camera_03/image_03_40.jpg
327.7421118525177,111.04007372466435,camera_03/image_03_41.jpg
53.15319162572163,75.97534017811051,camera_03/image_03_42.jpg
