base_rot, wings_rot,camera
254.529757520237,5.181848307751332,camera_01/image_01_1.jpg
303.96832074345764,102.17131349119032,camera_01/image_01_2.jpg
248.93740793044736,14.160724078390048,camera_01/image_01_3.jpg
316.15184319911066,93.75308672028493,camera_01/image_01_4.jpg
26.23146475563776,87.5503472955562,camera_01/image_01_5.jpg
216.7550805884348,46.29944471061662,camera_01/image_01_6.jpg
253.00679761304,100.20165353719231,camera_01/image_01_7.jpg
303.325225784259,1.2850992762101308,camera_01/image_01_8.jpg
151.95721310705363,69.31385480467657,camera_01/image_01_9.jpg
177.47306276839802,71.53467343731467,camera_01/image_01_10.jpg
346.2662354690136,92.32663384903064,camera_01/image_01_11.jpg
311.71251418771493,6.494250428544399,camera_01/image_01_12.jpg
269.5977862489076,77.13054056776998,camera_01/image_01_13.jpg
264.1765006955744,86.87469403331278,camera_01/image_01_14.jpg
179.28186492374098,119.7020821954158,camera_01/image_01_15.jpg
171.63304875762063,88.61451142194333,camera_01/image_01_16.jpg
203.6919566178852,14.80060234641012,camera_01/image_01_17.jpg
77.07964736231206,9.977388879498896,camera_01/image_01_18.jpg
275.87149772034417,114.13616899051776,camera_01/image_01_19.jpg
293.82945402764784,51.69524908517037,camera_01/image_01_20.jpg
182.9421855086414,108.11491457539938,camera_01/image_01_21.jpg
215.4568255032198,98.88000689032536,camera_01/image_01_22.jpg
10.837143801406752,5.833663334753756,camera_01/image_01_23.jpg
176.7569642704395,93.33623736386495,camera_01/image_01_24.jpg
12.928578513520767,42.558381234395725,camera_01/image_01_25.jpg
86.50924247466058,89.22080937987491,camera_01/image_01_26.jpg
294.7333812847719,70.12333657712784,camera_01/image_01_27.jpg
2.4905277892507494,53.221878788274566,camera_01/image_01_28.jpg
230.39351713696752,25.15685211879847,camera_01/image_01_29.jpg
29.47375635863392,77.356229492416,camera_01/image_01_30.jpg
340.4484813664258,95.4919199666032,camera_01/image_01_31.jpg
256.4872145220437,54.64158915925013,camera_01/image_01_32.jpg
324.3358014345554,74.84837400247653,camera_01/image_01_33.jpg
85.14757315685587,66.50501974440289,camera_01/image_01_34.jpg
30.103185328831408,106.87395278612424,camera_01/image_01_35.jpg
204.28166267056176,2.435201217562124,camera_01/image_01_36.jpg
19.37918992983536,68.98062026713397,camera_01/image_01_37.jpg
338.24282645467514,119.3777618476177,camera_01/image_01_38.jpg
324.0130714764323,13.014396606369312,camera_01/image_01_39.jpg
